text,bullying_label
Miss Ireland Promo 2 Get it here: ,0
That's pathetic! I better start watching my ,0
Check out and Federation of pledge to athletes / artists. ,0
BTS stands for Bitch There's ,0
NBC News: Obama warned Trump that North Koreans were working on a long-range missile that could reach the U.S. ,0
Not even sure where I fall now! Fiscally conservative Socially liberal Libertarianish. GOP spends mo… ,0
Northern Ireland reach Fifa ranking high ,0
"my first for on 5 crucial american bands including , , & more. ",0
NEWS! Donald Trump arrives in Poland to begin search for next Eastern European wife ,0
President Obama warned Trump that North Korea was working on an ICBM that could reach the U-S mainland. WATCH: ,0
Idiot. The DUP did not get a penny. The people of N Ireland got the… ,1
"The Sooner the Licence fee is scrapped the better, They do nothing for the unity of our country. ",0
trutherbotsilve: Science says liberals are psychotic: ,1
"On 7pm, discussing CNN, Mrs A and Liberal unrest in Wentworth seat (ML speaking: Bellevue Hill Branch ",0
"Terrifying incompetence from this Tory government, I wish I felt Labour would be better on Brexit, but I have no faith ",0
bitch no send ,1
is trending high! Top Trends every hour only ,0
"Pharmacist Jobs in the Hull Area, United Kingdom - Ireland - ",0
"See our latest and click to apply: Field Marketing Manager – UK, Ireland; Africa - ",0
"The Brexit vote sent the pound lower, making imports more expensive and pushing up inflation ",0
love live is gay ,0
It isn't possible to make this work on the border between R.Ireland and N.Ireland. The border goes through farms. ,0
Basically a gathering of sniveling liberal ,0
"nytimes ""Was Russia solely responsible for campaign meddling? ""Nobody really knows,"" Trump said. Live updates: ",0
"Well that Katie Hopkins needs to get a fucking life, judging people like, what love you ain't fucking perfect ",1
"Tinashe Answer: ""The Temple of God was then dedicated with great joy by the people of Israel, the priests, the Levites, and ",0
It's called Obama ,0
im your gay ,0
"""Liberal anti bullying groups have rounded on CNN !!"". No they havent, Im totally bullshitting ",0
"Boris Johnson says Donald Trumps approach to politics ""has gripped the imagination of people around the world"". ",0
More me and fuck you - nicely. Katie Hopkins calls CNN Clinton News Network ,1
Guardian: Investigators are looking into whether pro-Trump websites coordinated w/ Russia over releasing fake news. ,0
I hope they also realise that many priests only pretend to be religious to keep their cushioned job.… ,0
"Rundown Liberal Chicago is $14B in debt murder capital, but Rahm pays for ""Real Fake"" CRAP outside Trump Tower.",0
"When Obama was President, the LOVED talking about stock market rallies! Now they barely mention new ",0
"""so here I was ready for the comeback of One Direction but then that bitch Harry decided to do another world tour next ",1
you love a female the right way she gone be the coldest bitch ,1
"Felicity Wilson, Liberal MP for North Shore, admits she does not have double degree",0
Am I the only one to notice that our liberal friends have been tweeting less since the Blashpemy Violence by Muslims,0
"Brilliance. You heard it here first, ladies and gentlemen. Straight Until Proven Gay.",1
This is why Obama and Hillary don't celebrate the 4th. ,0
even APPARENTLY sincere MORTAL priests truly LETHAL ALL choose freely IMMORTAL high priest as Abraham did ask God… ,0
fuck model gay ,1
mbbs: mx are so gay for each other me: same Omg rt rt not mbb: mx are so gay for each other me: wDYM ,1
Robert Mueller's Suicide Squad of Lawyers Has Donald Trump Sounding Extremely Shook ,0
Lord Jagannath being offered holy drink during Adhar Pana ritual in Puri ,0
New single ,0
"Barack Hussein Obama warns Americans about ""too much patriotism"" if this traitor should stay out of the country he hates ",0
Guinness to start printing calories on cans ,0
Donald Trump chants all day ,0
You're all ,0
"President Trump, in Poland, said ""nobody really knows"" if only Russia meddled in the U.S. election. Live coverage: ",0
"BillMoyersHQ: can do more to reduce the gap btwn the rich and poor -- July 06, 2017 at ",0
Your copy of The Agenda ! ,0
What the voters failed to notice is that there is more than one elite. They have handed the country to a ,0
Please join us in praying for our priests. Today we pray for Rev. Paul J. ,0
Trump still obsessing about ,0
"Letter of the decade on Brexit, only in ",0
The latest The PCOS in Ireland Daily! Thanks to ,0
"I said- You're neva, eva, eva gonna- Get my- Fake eye- Didn't I ",0
HAPPY GAY PRIDE Photo by Israel Garcia ,0
You're just another typical Looney Left disrespectful intolerant liberal ,0
The NRA is now openly advertising itself as a right-wing paramilitary organization whose job is to intimidate and attack ,0
Tell my ex that my new nigga get me wetter bitch - ,0
"stereotypical gay man: flouncy, wears pink, camp, high pitched voice, overly flirtatious real gay man: a man who is ",0
I invented the Donald Trump piñata,0
When we some taught OngNiel is dead but bitch they are making a comeback ,0
"MSM won't show this but Brits are in the streets chanting, ""Donald Trump, We Love You, Britain First, Fighting Back"" ",0
I WENT HOME EARLY BITCH U WAS SUPPOSED TO GET WORKING ON SHIT BUT THE ONLY SHIT I GOT DONE WAS REST AND DRINK WATER ,1
Ireland might be big to us but we're only a small part of a big diverse population ,0
When u use the flower filter to look innocent but Ur still a venomous lil bitch ,0
Congratulations to the dedicated professionals of the USSS as they celebrate their 152nd anniversary. Thank you! ,0
"don't play with me, play with yo ",0
hair love life ,0
"""guys just wanted to let you know if you didn't know I'm Justin Bieber"" ",0
Gay Porn Behind The Scenes Fucks Bareback MORE ,0
South Australia has the most liberal access pathway for medical cannabis. This however is usurped by the TGA regs. States ,0
Obama’s Letter to Trump via ,0
A plea for interaction with other people from a man who called Brexit voters 'the lager louts of Europe' ,0
"(5) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0
Solution to the Turnbull vs Abbott impasse - for Liberal Party Leader f… ,0
This picture just called me an emo bitch in high school and then snapchatted me for nudes at 2 AM when we graduated ,1
"Wow:""Compared with Trump’s 50 confirmed, nominees, Obama had 186, Bush II had 133, Clinton had 198; Bush I had 148"" ",0
I liked a video Justin Bieber - Sorry (Latino Remix / Audio) ft. J ,0
big-guy-stuff: stretchmine ,0
Happythursday ,0
can't wait to be the old gay aunt living on a boat in a harbor w 12 cats; 7 birds drawing gay erotica while listening ,0
"PiS is getting priests to encourage parishers to go to Warsaw ""on free buses"" to see Trump speak ",0
the liberal party are far left terrorist and threat to America. ,1
"Post-industrial liberal democracy is fundamentally dysgenic, due to active redistribution to the botto… ",1
Bitch u dont even have a ,1
"Most Catholics are disgusted ; ashamed about paedophile priests Most Muslims will deny, ignore or deflect the subject ",0
"not neo liberal ofc, thats an evil commie slur used to oppress the poor ",0
"- The is covering up Pedophile child abusing ""priests"". Awaken the world about the true nature of the ",1
(Grio) Police raid drug-fueled ‘gay orgy’ at Vatican priest’s apt. ,0
The collapse in UK car registrations in the most recent quarter suggests something is very wrong in Britain. ,0
: Trump: US considering ‘pretty severe’ action on North Korea WARSAW U.S. President Donald Trump ,0
Learn to be a bitch sometimes. Not all the time you're ,1
someone: you are such a bitch! me: ,1
Large Ireland Map Image | Large Ireland Map HD Picture ,0
Justin Bieber via Instagram ,0
i'm that petty bitch that would still speak to u and i know u don't LIKE ME ,0
Cancer patients in Ireland are paying up to €63 a week in car parking charges to attend appointments in hospitals all over ,0
"Given most of their coverage, it looks like it's the BBC themselves that don't want Brexit to actually happen. ",0
"In El Fili, everything is either gay or bi Even Donya V Good ",0
From cyber security expert to chef: the in-demand careers of the future ,0
MY CONDOLENCES IF U LOST ME AND FOUND OUT U COULDN'T FIND A BITCH LIKE ME ,0
CLICK HERE FULL VIDEO ,0
: Trump savages US trade deals as 'most terrible in history' and warns: 'THAT WILL CHANGE' PRESIDENT ,0
Absolutely. that it should be embraced. Different priests have different gifts - but… ,0
love u gay ,0
THREE LIBERAL JUDGES PLAYING TAG FOOTBALL AT HARVARD! ,0
Theresa May fights Camilla! Pippa puts a gypsy curse on Kate! Here's my review of last night's ,0
sickest song don't me ,0
'Not possible': The EU just demolished key aim of Tory Brexit strategy ,0
"!""Come here, where are you from?"" Donald Trump 'flirts' with female reporter in Oval Office (WATCH VIDEO) ",0
miss u big gay ,0
"Jia Morado is really the best setter in the Philippines. I mean bitch, this girl chooses no first ball! ",0
That guy scares me. What is his agenda and does he have liberal open minded values in his heart. H… ,0
EXO IS COMING BACK FOR REAL BXNNSJSJS BITCH I AM ALL READY TO SUPPORT MY ,0
BOOOOOOOOOOOOOM Prez Trump ANNIHILATES Failed Obama Crooked Hillary on World Stage in ,0
Fight for the soul of the Liberal Party hostage not a leader ,0
The Obama sommelier ,0
"BBC bosses defend not revealing Peter Capaldi’s replacement, saying that post-Brexit it’s just impossible to attract ",0
Fans Mob Justin Bieber As He Steps Out Of Nando’s In Sydney ,0
"""Babe she's just my frie.."" ""TELL THAT BITCH YOU ALREADY GOT A FRIEND"" ",0
Happy Gay Vegan Day 2017!,0
"One minute you nice,next minute you a ",1
"Obama, Dems Ignoring - Working Around the U.S. RETWEET ",0
Today's The Day by on Hits Camp Tunes ,0
Sexy Guys,0
cops bust drug-fueled gay orgy at home of missionaries ,0
= Brexit devaluation. End of story ,0
Novo Nordisk has confirmed certain pens distributed in Ireland have been affected ,0
"Brexit negotiator in post-exit trade warning — Sky News Business (SkyNewsBiz) July 6, ",0
yes all ghosts are gay you ,1
"Was Russia solely responsible for campaign meddling? ""Nobody really knows,"" Trump said. Live updates: ",0
My primer was $40 bitch this face ain't moving an inch ,0
Justin Bieber Battles Man Flu On Stage At BST Hyde Park 2017 | Contactmu.. Related Articles: ,0
Justin Bieber's 2U is constantly plying on this music channel and I can't help it to squeal every time I spot Stella ooops ,0
is frontrunner for ,0
"There's: ""Hoe"" ""Slut"" ""Bitch"" ""Cunt"" ""Whore"" Abuse Sexual assault Dehumanization You get the idea. Y'all treat like ",0
I find the ranking of priests vs journalists particularly ironic here... ,0
"Ray Kurzweil, talks to The Drum about brand trust, how AI can help advertisers; technology aiding human evolution… ",0
The man who won the Brexit referendum for Leave who now thinks it was a mistake ,0
Donald Trump: Russia may have interfered with 2016 Presidential election ,0
"Integration Architect, Dublin - ",0
You can't take advantage of first class if you've only signed up to economy. Nor should you be able to. ,1
Well said we can be incredibly selfish sometimes in Ireland. the EU has and continues to be good for ,0
"Katie Hopkins (formerly Anthony): British actor/actress, most notably portraying Hannibal in ",0
; bet you a heterosexual orgy in the vatican would see the priests get counseling and th… ,0
"(13) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0
Thread from one of the wisest Twitter commentators on Brexit.,0
Excellent. Well said. All credit to those who are constantly ,0
"When priveleged white men have ideas; ""Let's give Muslim women freedom of choice, by not letting them choose""... o_O ",0
a list of fandom things that make me uncomfortable: 1. omega verse/mpreg 2. gender swaps 3. y/n insert fics 4. 13 yr ,0
We need to vett our Supreme Court and weed out the political Liberal ,1
"Trump in Poland again blamed Obama for Russian hacking issues, ""why didn't he do something about it?"" DT, what are YOU ",0
100 on my whrist 80 on me whrist lil pump never spend his Money on his ,0
"South-Africa, - darling of the liberal world in 1994, - State Capture Report in 2 Minutes via ",0
"Maybe he thinks this is really cool; 'liberal,' but stuff like this just reinforces notion of sexuality as a choice ",0
When my bitch Candace hype me up I can't with her she does the ,0
"He HATES Obama because he doesn't have the brains,the class,the intellect of Obama. ",1
"Careful. He/she is *this* close to defending American values from you, ",1
MARK LIVE ACCOUSTIC SINGING JUSTIN BIEBER LOVE YOURSELF,0
Almost told her bitch your man is almost 50... They stopped me because ....... The age thing is a touchy issue in that ,0
"""Donald Trump is a selfish man's president"" ",1
WATCH: Former Labor leader Mark Latham says he's getting 'overwhelmed' with invitations to Liberal Party events. Live ,0
Some in politics would rather see Brexit delivered even if it meant Britain failed. ,0
Trent Partridge Trump: Russia 'and others' meddled in election ,0
"""The man who led the drive to pull Britain out of the EU is admitting that it may well not work"" ",0
"Also True, She Worked With Senator Lindsey Graham To Do It (More Bipartisan Evidence) ",0
"LIVE NOW: Liberal members don't want Abbott to stop, while most ministers don't want him to stay. Is it time for a ",0
"""Then gathered the chief priests and the Pharisees a council, and said, What do we? for this man doeth many miracles."" ~John ",0
"The word "" bitch"" has no gender .... These niggas bitches too ",0
Fired FBI Director Comey decided to bury 47 hard drives with PROOF of Obama's spying. Furious yet? Watch this: ,0
is dying. The British public realise they ,0
Trump's first mistake was bringing Obama with him on this trip.Badmouthing… ,0
police bust 'drug-fueled orgy' at top priest's apartment ,0
Donald Trump to warn that future of west is in doubt in Warsaw speech ,0
Bitch where? ,0
Just in case you missed the 'Vote Leave Chief admits Brexit was an error' story... ,0
Anytime a nigga in a pic with the bad bitch hand...just know he don't give two fucks,0
Swim Ireland CEO Sarah Keane gets our Inspiring Girls In Sport Conference underway ,0
"K-ELF , You will Destroy Super Junior !!!!! because you. fucking bitch ! ",1
BITCH THE FUCK DID I DO TO ,1
"Technically, does an orgy have a minimum number of participants? ",0
High attendance at session with Joyce Epstein Aine Lynch from Ireland and Eileen Prior from ,0
I think every belieber loves this about him! Justin ,0
Five red hot American ‘punk’ bands you need to know including via ,0
"President Donald Trump says the U.S. is working with Poland to address Russia's ""destabilising ",0
Which are you in debate? HT ,0
"*slides $20 to One more gay character I'm begging u, plz just confirm it - it can be anyone but it'll",0
"Tomorrow, my Husband and I are heading off to beautiful Ireland for a well deserved holiday. However, there is no...",0
His first mistake was bringing Obama with him on this trip.Badmouthing Obama may please his base here but Obama is,0
Psst! I'm in the Republic of Ireland! The fact that you've screwed No… ,0
Indeed. The Mail/Sun/Star/Telegraph/Express to name but a few media outlets are vehemently anti Brexit.,0
i need a FUCKING hug,0
"(12) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6)",0
Mor Justin Bieber Justin Bieber Justin ,0
Male model murdered 'for being too good-looking'... ,0
And yet there ARE ,0
Irish building sites face more chaos as crane drivers vote to ramp up strikes ,0
Trump meets Poland's Duda in Warsaw - U.S. President Donald Trump meets Polish President Andrzej Duda ahead of ... ,0
bitch i hate when something happens and im CALM and then someone yells to me and i get so ,1
"They will be more happy if China attacks India,defeat for Modi but victory for this liberal gang, why… ",0
"""Life Is Worth Living"" by Justin Bieber has just been certified Gold in the US, the 12th song from 'Purpose' to receive ",0
"Wonderful to hear Sharan Burrow, leader of the global trade union movement, address us here in Belfast, Ireland at the ",0
It's nothing to do with Toby Emily it's to do with you and that bitch sending hate to ,0
"""It is the end of CNN"" is exactly what Vince McMahon & Donald Trump were planning 10 years ago when they made the ",0
"Wearing make up does not make you gay. Make up is literally just a tool to dress up. Amazing, isn't ",0
My fav made my Venmo balance $100 to say goodnight he's the best weak bitch ever. ,1
Continuing good news: UK shrugged off with record in the first half of 2017 ,0
PMD has become one of the region’s most influential medical device manufacturers ,0
Do I think it's right to cheat? I plead the 5th. Such moral pontifications are best left to priests and politicians. I'm here to ,0
Ah the priests in the Vatican must be opposing it too then ,0
Yeah next thing you'll see is the president on a ,0
"""We said Hi to Justin; he said 'Hey, what's up?' We told him we loved his jumper he smiled at us!"" - fans who met ",0
"So, this group can not self control, the cult has no internal sherif, there for the cult of the Roman Catholic... ",1
Both and get their orders from China. Purchased at a Price ,0
New Zealand MPs apologise for hurt caused by gay sex convictions ,0
"Pray for Steve Scalise, he's back in the ICU. All because a liberal disagreed with his opinion. The left should be ",0
"Katie Hopkins, who's wages you pay called for a 'final solution' in regard to Mus… ",0
Vatican police 'break up gay orgy at home of secretary of one of Pope Francis's key advisers' ,0
Less of a meme. More me and f*ck you - nicely. Katie Hopkins calls CNN Clinton News Network ,0
when will you accept you're part of the problem There are NO upsides to for bar ,0
"Why was this same press not critical of Obama, who set up a culture of corruption in the ",0
"Didn't expect this from Sushma Swaraj, one of the most liberal ministers in the NDA. ",0
"WATCH: Uniting Ireland. Economically viable, or fiscal deal-breaker? - I spoke with Irish Republican MEP ",0
Media spent more time looking for a Reddit user than it ever did finding the truth behind Obama's illegal cash ,0
FEMALE PRIESTS ARE NOW IN DF GLOBAL And I really don't want to play DFO ,0
Check out this job title at RSA Insurance Ireland.: I'm sure it's indury not inury ,0
The arrogance and lack of respect for our system of governance that Obama is demonstratin… ,1
Vatican police 'break up gay orgy' at home of one of Pope Francis' advisors ,0
The problem is that all of us (liberal and conservative) have been conditioned not to th… ,0
. purple dots on this map show where birds ringed in Britain Ireland have been found - isn't migration amazing? ,0
Jesuit priests solve murders in the film adaptation of FH Batacan's Palanca-award winning novel | READ: ,0
Girls with resting bitch face are lowkey the best to date. They only smile at you the rest of the time look like they ,0
County Galway – one of Ireland’s most beautiful and popular areas. Discover what it has to offer ,0
dont listen to them they're a little ,0
New book reveals Massive Clinton/Obama cover-up ,0
Obama Bundler Judge William Orrick Wrong on Sanctuary City Funding ,0
And we look forward to you accepting the need for as turns out to be the disaster any ,0
Pls play me Justin Bieber despacito please ,0
"EU chief neg ""in classical negotiation 'no deal' would mean stauts quo. In Brexit 'no deal' means return to a ",0
"What is Liam Fox smoking? Without the overt support of the Daily Mail, Telegraph, Sun and other rags, Brexit would… ",0
"Hearts in Ireland | Ian Cathro talks Perry Kitchen, midfield reinforcements Kyle Lafferty debut ",0
You were never an atheist but confuse horny abnormal masturbator anti gay in denial ,1
The whole speech made me cry. Obama didn't respect our Vets or any of our men and women in ,1
But he had a go at Bad ,0
i got so many groups i wanna stan espeCIALLY SEVENTEEN ,0
"Vastly underreported for much too long: Persecution of gay men, LGBT+ people in Putin violates human rights ",0
"The priesthood has, ironically, long been a sanctity for gay Catholics. Many gays became priests but… ",0
"Liberal dummy spitters can't get what they want so fuck everything and leave the country in shit, sick of these ass ",0
Andrew Garfield Causes Twitter Frenzy After Claiming He’s Gay ,0
"2. In Russia remarks, Trump appears angrier with Obama's response than Putin's meddling. “Why did Obama do nothing about ",0
"(10) More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0
"Without associates, Priests can celebrate 4-7 Masses per weekend. The Pope's instruction to prefer concelebration is ",0
"""I am beginning to hear talk in some quarters that Brexit may not actually happen"" reports ",0
