text,bullying_label,processed_text
Donald Trump and Rob Kardashian got each other's backs ,0,donald trump and rob kardashian got each others backs
Justin Bieber Is Mobbed by Fans When Stepping Out of Nando’s in Sydney ,0,justin bieber is mobbed by fans when stepping out of nandos in sydney
Liberal losers blame bjp for everything instead of accepting that CM is fooling s… ,1,liberal losers blame bjp for everything instead of accepting that cm is fooling s
but I guess that's why whites don't live or want to live in liberal states anymore like New York and New Jersey and ,0,but i guess thats why whites dont live or want to live in liberal states anymore like new york and new jersey and
"Given this North Korea mess, I would feel SOOO much safer if Barack Obama were in office. ",0,"given this north korea mess, i would feel sooo much safer if barack obama were in office."
no limit in the sky and fly for u ing seviyem Justin ,0,no limit in the sky and fly for u ing seviyem justin
Main goal seems to have been to make Matthew accessible to preachers and priests who had pastoral responsibilities ,0,main goal seems to have been to make matthew accessible to preachers and priests who had pastoral responsibilities
"When I watch this clip, it reminds me how anti-American Obama was. I get this sick feeling in my gut. How about You ",0,"when i watch this clip, it reminds me how antiamerican obama was. i get this sick feeling in my gut. how about you"
The Indian's PM's visit to Israel is a sign the world is splitting into liberal democracies Vs authoritarian men ,0,the indians pms visit to israel is a sign the world is splitting into liberal democracies vs authoritarian men
"“Legislators, priests, philosophers, writers, ans scientists have striven to show that the subordinate... ",0,"legislators, priests, philosophers, writers, ans scientists have striven to show that the subordinate..."
Former WH officials claim they were ordered by Obama to work against incoming Trump Administration,0,former wh officials claim they were ordered by obama to work against incoming trump administration
"More photos of Justin Bieber spotted out in Sydney, Australia today. (July 6) ",0,"more photos of justin bieber spotted out in sydney, australia today. july 6"
OH THIS IS GONNA BE GOOD!! OUR GIRL TOMMI LAUREN IS GOING HEAD TO HEAD WITH THIS LIBERAL TWAT! ,1,oh this is gonna be good!! our girl tommi lauren is going head to head with this liberal twat!
BREAKING: US President Donald Trump mulls 'pretty severe' response to North Korea ,0,breaking us president donald trump mulls pretty severe response to north korea
Impact of welfare changes on rented Housing in Northern Ireland launching at the at parliament buildings ,0,impact of welfare changes on rented housing in northern ireland launching at the at parliament buildings
Ireland's top fashionistas are prepping for the Dublin Horse Show in August! Check out the gallery ,0,irelands top fashionistas are prepping for the dublin horse show in august! check out the gallery
Vote Beliebers Justin ,0,vote beliebers justin
"""I've never heard a single liberal attack a Muslim church for not having gay weddings."" ",0,ive never heard a single liberal attack a muslim church for not having gay weddings.
118 DAYS UNTIL HALLOWEEN BITCH ,0,118 days until halloween bitch
Don't stop measuring someone's growth until they stop growing Justin Bieber ,0,dont stop measuring someones growth until they stop growing justin bieber
Minister says Ireland and France's relationship will get stronger after ,0,minister says ireland and frances relationship will get stronger after
Current lightning activity over the UK and Ireland. ,0,current lightning activity over the uk and ireland.
We have a fab gay community in Manchester gets better every ,0,we have a fab gay community in manchester gets better every
"""Donald Trump leaves Angela Merkel to stand up for liberal values"" ",0,donald trump leaves angela merkel to stand up for liberal values
"BBC would rather see Britain fail than Brexit succeed, suggests Liam Fox ",0,"bbc would rather see britain fail than brexit succeed, suggests liam fox"
"Vatican rocked: Police raid drug-fuelled gay orgy at cardinal's apartment, via ",0,"vatican rocked police raid drugfuelled gay orgy at cardinals apartment, via"
"So sweet! This one will melt your hearts! Here's a video of Justin Bieber with a Baby Belieber in Sydney, Australia ",0,"so sweet! this one will melt your hearts! heres a video of justin bieber with a baby belieber in sydney, australia"
This explains Liam Fox's comments. He thinks BBC remoaners want UK to struggle with Brexit because he wants Scotlan… ,0,this explains liam foxs comments. he thinks bbc remoaners want uk to struggle with brexit because he wants scotlan
"they want to run through the air with no barriers or obstacles, gunmen or guard dogs or ",0,"they want to run through the air with no barriers or obstacles, gunmen or guard dogs or"
"Bitch, i'm highly fucking pissed off. I worked so hard to finally get my skin under control. Thought ",1,"bitch, im highly fucking pissed off. i worked so hard to finally get my skin under control. thought"
A big thanks to for featuring Techies4TempleStreet on their blog. You can read the article at ,0,a big thanks to for featuring techies4templestreet on their blog. you can read the article at
Hey CNN The U.S. Isn't being forced to any table now that we have a President with the balls to back the Ameri… ,0,hey cnn the u.s. isnt being forced to any table now that we have a president with the balls to back the ameri
No. Paedophile Priests are to blame for paedophile priests. Not women. Not children. Not little green men from Mars. ,0,no. paedophile priests are to blame for paedophile priests. not women. not children. not little green men from mars.
OMFG....these people are just pure fucking evil,1,omfg....these people are just pure fucking evil
I'm the baddest bitch he ever fw ,0,im the baddest bitch he ever fw
Leaving this gay legend in your tl ,0,leaving this gay legend in your tl
Even in Poland Trump continues to make the Russian hacking an Obama issue. I'm embarrassed as an American every time he speaks. Terrible ,0,even in poland trump continues to make the russian hacking an obama issue. im embarrassed as an american every time he speaks. terrible
Is it at all possible for women to be Catholic priests? Read and share... ,0,is it at all possible for women to be catholic priests? read and share...
Get chatting with this ,0,get chatting with this
Trump is in Poland this morning lambasting CNN n OBAMA. You are disgusting over there so here to you jerk .... ,1,trump is in poland this morning lambasting cnn n obama. you are disgusting over there so here to you jerk ....
Condoleezza Rice: Trump stands for American values and seeks to act in the best interests of the US ,0,condoleezza rice trump stands for american values and seeks to act in the best interests of the us
"""The EU's chief Brexit negotiator says 'frictionless trade' is 'not possible' after Britain leaves"" ",0,the eus chief brexit negotiator says frictionless trade is not possible after britain leaves
When liberal Bill Gates is telling the EU they have to stop immigration you know the EU is facing total disaster ,0,when liberal bill gates is telling the eu they have to stop immigration you know the eu is facing total disaster
"His repeated lies today about Obama ""doing nothing"" to stop the Russians is such a complete embarrassment. ",0,his repeated lies today about obama doing nothing to stop the russians is such a complete embarrassment.
Always excited to hear of platforms expanding across Ireland ,0,always excited to hear of platforms expanding across ireland
Hard and Soft Brexit in a nutshell. Courtesy of ,0,hard and soft brexit in a nutshell. courtesy of
The former President is being much too kind. ,0,the former president is being much too kind.
If we leave then will have succeeded but it will mean many failures for the UK. What doesn't under… ,0,if we leave then will have succeeded but it will mean many failures for the uk. what doesnt under
"90% of the migrants pretend to be underage, so that should be a ",0,"90 of the migrants pretend to be underage, so that should be a"
Beliebers don't listen to the haters! Listen to Justin he is grateful loves us! Justin Bieber ,0,beliebers dont listen to the haters! listen to justin he is grateful loves us! justin bieber
"EU chief neg on another UK Brexit consequence ""all of their financial institutions will lose their passporting ",0,eu chief neg on another uk brexit consequence all of their financial institutions will lose their passporting
and follow ,0,and follow
Karma is a bitch only if you are one ,1,karma is a bitch only if you are one
Theyre still mad about the last guys skin c… ,0,theyre still mad about the last guys skin c
Strike action threatens recovery in construction sector putting construction jobs at risk – CIF ,0,strike action threatens recovery in construction sector putting construction jobs at risk cif
july is officially gay sloth month ,0,july is officially gay sloth month
We are now 11.4107% of the way through Donald Trump's scheduled ,0,we are now 11.4107 of the way through donald trumps scheduled
US investment continues to flow into Ireland ,0,us investment continues to flow into ireland
Lord Balabhadra being offered the sweet drink during Adhar Pana ritual in Puri ,0,lord balabhadra being offered the sweet drink during adhar pana ritual in puri
8 Irish haunts and the famous writers ,0,8 irish haunts and the famous writers
I'M LIKE GAWD DAMN YOU DIRTY BITCH ,1,im like gawd damn you dirty bitch
Y'all we need to support this EP w/ everything we have. These are 2 openly gay men not singing gender neutral songs ,0,yall we need to support this ep w everything we have. these are 2 openly gay men not singing gender neutral songs
"Obama didn't want Trump to yell ""fixed ",0,obama didnt want trump to yell fixed
Do include women parishioners-in-thrall-to-male-clerics who also tell women priests how to dress ,0,do include women parishionersinthralltomaleclerics who also tell women priests how to dress
Seal caught 'chilling out' on rubber boat in Northern Ireland. ,0,seal caught chilling out on rubber boat in northern ireland.
Lukaku is the top trending topic in Ireland with sentiment of ,0,lukaku is the top trending topic in ireland with sentiment of
Wow - political correspondent from The Telegraph saying this. If the media turns against Brexit then we might be in with ,0,wow political correspondent from the telegraph saying this. if the media turns against brexit then we might be in with
45 will blame it on ,0,45 will blame it on
New song Alert  DOWN bitch ,0,new song alert down bitch
Nazi: I want to burn down mosques. Liberal: Everyone has their own opinions Marxists: people shouldn't be homeless ,0,nazi i want to burn down mosques. liberal everyone has their own opinions marxists people shouldnt be homeless
"While this was taking place, namely, priests and monks, to draw him from his faith; however, they then have ",0,"while this was taking place, namely, priests and monks, to draw him from his faith however, they then have"
is taken literally in Siobhan Gaffney's tale of in Ireland ,0,is taken literally in siobhan gaffneys tale of in ireland
"Northern Ireland up to 22nd (highest ever) in FIFA rankings. September '12: 129th, beneath Turkmenistan. July '17: ",0,"northern ireland up to 22nd highest ever in fifa rankings. september 12 129th, beneath turkmenistan. july 17"
"Business Operations Executive, Ireland - ",0,"business operations executive, ireland"
Barack Obama is an Instagram Husband ,0,barack obama is an instagram husband
"That report highlights Obama's hypocrisy on class warfare. What does ""ice crams scoops"" and ""… ",0,that report highlights obamas hypocrisy on class warfare. what does ice crams scoops and
Accept ya Bitch for who she is and build the shit outta ,0,accept ya bitch for who she is and build the shit outta
A series of T-shirts with prints in in support of ,0,a series of tshirts with prints in in support of
Science says liberals are psychotic: ,1,science says liberals are psychotic
Help to Create a National Animal Abuse Registry! Plz sign: Look at this:… ,0,help to create a national animal abuse registry! plz sign look at this
Vatican Police Raid Drug-Fueled Gay Orgy at Priest's Apartment ,0,vatican police raid drugfueled gay orgy at priests apartment
You ,0,you
"Let's get this cleared up!!! Putin did NOT call Trump a ""Genius"" he called him ""Colorful"" a dummy can be ""Colorful"" ",0,lets get this cleared up!!! putin did not call trump a genius he called him colorful a dummy can be colorful
How about the Vatican where gay priests have so much ,0,how about the vatican where gay priests have so much
You might be a libtard if... ,1,you might be a libtard if...
Insomnia is a bitch. And it doesn't help that my neighbor decided to start mowing his lawn. AT 4:30 IN THE FUCKING ,1,insomnia is a bitch. and it doesnt help that my neighbor decided to start mowing his lawn. at 430 in the fucking
Summer in Ireland. Time ,0,summer in ireland. time
"Every day, Brexit slips further away from them. Just a few weeks ago, they'd scoff when you said it could be stopped. They ",0,"every day, brexit slips further away from them. just a few weeks ago, theyd scoff when you said it could be stopped. they"
for a solo dm with Justin Bieber. Read my bio,0,for a solo dm with justin bieber. read my bio
So I did well in school not because I believed in my ability but I was just scared shitless to fail. It seemed failure was = the ,0,so i did well in school not because i believed in my ability but i was just scared shitless to fail. it seemed failure was the
Why are they pulling out? Because you repukes are sabatoging Obama care because you don't want a Black… ,1,why are they pulling out? because you repukes are sabatoging obama care because you dont want a black
"Remember, Hillary and Obama blamed Benghazi attack on a YouTube video and jailed the producer. CNN is using the same ",0,"remember, hillary and obama blamed benghazi attack on a youtube video and jailed the producer. cnn is using the same"
"FHA Becomes Competitive with PMI as Obama Okays Drop in Rates! Los Angeles, CA ",0,"fha becomes competitive with pmi as obama okays drop in rates! los angeles, ca"
sexuality is really fluid bc yesterday i was gay and now i'm ,0,sexuality is really fluid bc yesterday i was gay and now im
Pope ‘infuriated’ after cops raid drug-fueled ‘gay orgy’ at Vatican priest’s apartment: report ,0,pope infuriated after cops raid drugfueled gay orgy at vatican priests apartment report
"Just found out Obama tapped my phone, Bad Guy Don't miss our regular updates on life in the West Wing ... ",0,"just found out obama tapped my phone, bad guy dont miss our regular updates on life in the west wing ..."
This is where Britain currently stands with its Brexit deal. It's not good ,0,this is where britain currently stands with its brexit deal. its not good
Donald Trump says Nato allies must 'get going' on financial obligations and vows to confront North ... ,0,donald trump says nato allies must get going on financial obligations and vows to confront north ...
Wait guys what do you think being gay is? ,0,wait guys what do you think being gay is?
Cork fire: ‘This building had a sad past but it deserved a much better future’ ,0,cork fire this building had a sad past but it deserved a much better future
"for 1st time since the ref, it feels like Brexit is not inevitable. This is because it's a terrible idea and Brexiters ",0,"for 1st time since the ref, it feels like brexit is not inevitable. this is because its a terrible idea and brexiters"
Interesting still only 17% female representation in engineering classes in Ireland today - despite all our hard work ,0,interesting still only 17 female representation in engineering classes in ireland today despite all our hard work
Stop lying ,0,stop lying
"Yes, Justin Bieber made a baby cry and it was as strange and awkward as anyone could imagine",0,"yes, justin bieber made a baby cry and it was as strange and awkward as anyone could imagine"
Must Read: Reality check from EU chief negotiator about Brexit road ahead. Huge wake up call for ,0,must read reality check from eu chief negotiator about brexit road ahead. huge wake up call for
Poland; Saudi Arabia rolled out a red carpet for Trump. They didn't do that for Obama. Only 5 months in; countries ,0,poland saudi arabia rolled out a red carpet for trump. they didnt do that for obama. only 5 months in countries
Time for leadership - calling all future leaders across UK; Ireland 15-16 Sept | Belfast ,0,time for leadership calling all future leaders across uk ireland 1516 sept belfast
Alarm over revelation Northern Ireland jails temporarily release one killer every four days why send them to ,0,alarm over revelation northern ireland jails temporarily release one killer every four days why send them to
Jeremy Corbyn 'very good friends' with preacher who compared gays to paedophiles Corbyn wears Gay ,1,jeremy corbyn very good friends with preacher who compared gays to paedophiles corbyn wears gay
Turns out a Liberal Govt can have a rational discussion on clean energy. take note. ,0,turns out a liberal govt can have a rational discussion on clean energy. take note.
"Such a ban is another example of liberal wishy-washy thinking, preposte… ",0,"such a ban is another example of liberal wishywashy thinking, preposte"
"Another video of Justin Bieber spotted out in Sydney, Australia today. (July 5) ",0,"another video of justin bieber spotted out in sydney, australia today. july 5"
Can we talk about the fact Donald Trump and Rob Kardashian essentially tweeted the same thing today ,0,can we talk about the fact donald trump and rob kardashian essentially tweeted the same thing today
teen sex ireland images ,0,teen sex ireland images
my soul mate needs 2 hurry up because a bitch has had enough ,0,my soul mate needs 2 hurry up because a bitch has had enough
"""Beliefs rather than facts."" Blair then, Brexit now. ",0,"beliefs rather than facts. blair then, brexit now."
Yay for the gay!! ,0,yay for the gay!!
Some strong liberal voices to follow; ,0,some strong liberal voices to follow
"Here it is! The is coming back in Sept, and tickets are FREE. Read about its exhibitors & seminars… ",0,"here it is! the is coming back in sept, and tickets are free. read about its exhibitors seminars"
"""I'm eighteen! Shut up and let me have fun!"" -Lewd RP -99% Gay trap -Cuter than you. -Artist: ",0,im eighteen! shut up and let me have fun! lewd rp 99 gay trap cuter than you. artist
"Ironically, it is the jingoism of the Brexit press that has super-charged the oncoming reckoning with ",0,"ironically, it is the jingoism of the brexit press that has supercharged the oncoming reckoning with"
Theresa May promised Northern Ireland £1 billion. Now public opinion is turning against her cost-cutting policies ,0,theresa may promised northern ireland 1 billion. now public opinion is turning against her costcutting policies
Today's devotional explores the duties of the early Priests and how that applies to us today. Read here ,0,todays devotional explores the duties of the early priests and how that applies to us today. read here
Lindsay Lohan Tells People to ‘Stop Bullying’ Donald Trump ,0,lindsay lohan tells people to stop bullying donald trump
Ireland is one of the rare European countries to have escaped the populist wave (via ) ,0,ireland is one of the rare european countries to have escaped the populist wave via
"America: Happy Four- Malia Obama: ""It's my birthday"" ",0,america happy four malia obama its my birthday
Ireland Go For Gold at World Rowing Cup in Lucerne ,0,ireland go for gold at world rowing cup in lucerne
Big pharma using the courts to ensure HIV prevention drug remain prohibitively expensive for those who need it ,0,big pharma using the courts to ensure hiv prevention drug remain prohibitively expensive for those who need it
I liked a video. Despacito - Luis Fonsi ft. Justin Bieber (Devienna ,0,i liked a video. despacito luis fonsi ft. justin bieber devienna
Jus got rich... took a rich nigga bitch oooooooo ,0,jus got rich... took a rich nigga bitch oooooooo
The liberal media is spreading lies about conservatives in Missouri. It's literally fake news. WATCH: ,0,the liberal media is spreading lies about conservatives in missouri. its literally fake news. watch
justin bieber youre the only reason why i dont wanna live a lie ,0,justin bieber youre the only reason why i dont wanna live a lie
I'm not crowding my space w/ priests to make me feel secure because I'm raped. They simply have better issues than ,0,im not crowding my space w priests to make me feel secure because im raped. they simply have better issues than
News: will hit the road together with the great from Ireland this october/november!… ,0,news will hit the road together with the great from ireland this octobernovember!
"""Life Is Worth Living"" by Justin Bieber has just been certified Gold in the US, the 12th song from 'Purpose' to rec… ",0,"life is worth living by justin bieber has just been certified gold in the us, the 12th song from purpose to rec"
bitch BitCh bItcH ,1,bitch bitch bitch
When exactly did Obama EVER trash Bush as DJT does ,0,when exactly did obama ever trash bush as djt does
List of better candidates (partial): Biden Harris Franken Warren Kander Booker Murphy Newsom Obama Oprah Beyoncé GaGa ,0,list of better candidates partial biden harris franken warren kander booker murphy newsom obama oprah beyonc gaga
BREXIT BACKLASH: 'Ambiguous' Corbyn told EU exit will be ‘worse for HIM than Theresa May’ and could SPLIT Labour ,0,brexit backlash ambiguous corbyn told eu exit will be worse for him than theresa may and could split labour
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne) by DJ Khaled — ",0,"im the one feat. justin bieber, quavo, chance the rapper lil wayne by dj khaled"
“What matters now is not the skills you have but how you think.” ,0,what matters now is not the skills you have but how you think.
"Police bust priest’s wild, drug-fueled gay orgy, and now the Pope is pissed ",0,"police bust priests wild, drugfueled gay orgy, and now the pope is pissed"
Just because you're a hundred doesn't make you intelligent quite the opposite… ,0,just because youre a hundred doesnt make you intelligent quite the opposite
Bitch. WINNER - REALLY REALLY is now the most downloaded song by a boy group on Gaon this yr with over 900k ,0,bitch. winner really really is now the most downloaded song by a boy group on gaon this yr with over 900k
"Another video of Justin Bieber out in Sydney, Australia today. (July 6) ",0,"another video of justin bieber out in sydney, australia today. july 6"
Big govt and Obama should be ur enemy.… ,0,big govt and obama should be ur enemy.
Cladding tests offered to Northern Ireland's property owners ... - Belfast Telegraph ,0,cladding tests offered to northern irelands property owners ... belfast telegraph
Leave the bitch at the party cause 9 times outta 10 the female you take home will be ,1,leave the bitch at the party cause 9 times outta 10 the female you take home will be
Time spent talking about Obama and whether he “choked”: 80 seconds Time spent talking about Putin and whether he deserves ,0,time spent talking about obama and whether he choked 80 seconds time spent talking about putin and whether he deserves
Liberals In For A Rude Awakening: A Successful Donald Trump Presidency | ,0,liberals in for a rude awakening a successful donald trump presidency
This veteran's message to Donald Trump telling him to resign today is going viral. ,0,this veterans message to donald trump telling him to resign today is going viral.
"By ""that one bitch"" do you mean the bitch from universe 6 ",1,by that one bitch do you mean the bitch from universe 6
Anonymous gay hookups: ,0,anonymous gay hookups
"Ren and Nora side-by-side, because I am trash.",1,"ren and nora sidebyside, because i am trash."
Hi I'm Kory and I'm over gay men. Bye. ,0,hi im kory and im over gay men. bye.
Justin ,0,justin
"Priests not required to take a vow of poverty, depends on the order. Monks normally take poverty ",0,"priests not required to take a vow of poverty, depends on the order. monks normally take poverty"
We went from a super cool President Obama to this confused MORON who can't find his limo in front of him.,1,we went from a super cool president obama to this confused moron who cant find his limo in front of him.
Brilliant day at Parliament with lobbying MPs; Lords to give the creative industries a voice in Brexit ,0,brilliant day at parliament with lobbying mps lords to give the creative industries a voice in brexit
ohhhhhh bitch the irony‼️I had to bring this back for the culture,1,ohhhhhh bitch the ironyi had to bring this back for the culture
Burnley have agreed a fee that could reach £3m for Stoke City’s Republic of Ireland forward Jon Walters. More: ,0,burnley have agreed a fee that could reach 3m for stoke citys republic of ireland forward jon walters. more
Bitch I just need your mouth closed legs to divide then watch me kill that pussy kat like a big dog ,1,bitch i just need your mouth closed legs to divide then watch me kill that pussy kat like a big dog
tfw you're short and gay like everyone ,0,tfw youre short and gay like everyone
"Wow...just, wow...Catholic Church: Women are to Blame for Pedophile Priests- Via - ",0,"wow...just, wow...catholic church women are to blame for pedophile priests via"
Good to see Mark Latham on sky again.Sounds like Mark is more Liberal than the ,0,good to see mark latham on sky again.sounds like mark is more liberal than the
"Trump's 1st Qtr. Salary to Go to Fix Antietam Battlefield // Thank you, Mr. President. ",0,"trumps 1st qtr. salary to go to fix antietam battlefield thank you, mr. president."
"Priests offer the Adhar Pana, a holy drink to Maa Subhadra in Puri ",0,"priests offer the adhar pana, a holy drink to maa subhadra in puri"
Liberals attacked after violent wrestling gif: 0 Liberals attacked after scary NRA ad: 0 Republicans shot by liberal in ,0,liberals attacked after violent wrestling gif 0 liberals attacked after scary nra ad 0 republicans shot by liberal in
That should be me Justin ,0,that should be me justin
"Who elected your liberal mayor, your liberal representatives, your liberal politicians? Please learn ",0,"who elected your liberal mayor, your liberal representatives, your liberal politicians? please learn"
Ireland has so many capable courses that we could have an Irish Open and a Northern Irish Open on the European tour ,0,ireland has so many capable courses that we could have an irish open and a northern irish open on the european tour
"Donald Trump on US election interference: ""It was Russia and I think it was probably others"" ",0,donald trump on us election interference it was russia and i think it was probably others
Cycle path to the Alps. The lack of safe cycling paths and roads in Ireland is a disgrace. ,0,cycle path to the alps. the lack of safe cycling paths and roads in ireland is a disgrace.
"As I could, because I wanted to find my fucking dog. Like wtf am I supposed waste my time find cute ass pictures of her? No bitch, fuck ",1,"as i could, because i wanted to find my fucking dog. like wtf am i supposed waste my time find cute ass pictures of her? no bitch, fuck"
"And don't worry, you didn't do anything because everybody knows you voted… ",0,"and dont worry, you didnt do anything because everybody knows you voted"
"For me, whom your brother May ill never earn, till Thou falle a milk-white steed, To come and gay, ",0,"for me, whom your brother may ill never earn, till thou falle a milkwhite steed, to come and gay,"
"Beast, beast it Bite me, ride me Strike me, indict me Sniper, swiper, rapper, trapper I'm-lit, light-ning ",0,"beast, beast it bite me, ride me strike me, indict me sniper, swiper, rapper, trapper imlit, lightning"
press conference. liberal media are bad. no security guarantees to Poland. Poland buys US arms/gas. Poles r ,1,press conference. liberal media are bad. no security guarantees to poland. poland buys us armsgas. poles r
Gender pay gap triples in Donald Trump's White House ,0,gender pay gap triples in donald trumps white house
Obama held a July Fourth party for military families every year Trump tweeted a CAMPAIGN song Then went ,0,obama held a july fourth party for military families every year trump tweeted a campaign song then went
Miss Ireland Promo 2 Get it here: ,0,miss ireland promo 2 get it here
That's pathetic! I better start watching my ,0,thats pathetic! i better start watching my
Check out and Federation of pledge to athletes / artists. ,0,check out and federation of pledge to athletes artists.
BTS stands for Bitch There's ,0,bts stands for bitch theres
NBC News: Obama warned Trump that North Koreans were working on a long-range missile that could reach the U.S. ,0,nbc news obama warned trump that north koreans were working on a longrange missile that could reach the u.s.
Not even sure where I fall now! Fiscally conservative Socially liberal Libertarianish. GOP spends mo… ,0,not even sure where i fall now! fiscally conservative socially liberal libertarianish. gop spends mo
Northern Ireland reach Fifa ranking high ,0,northern ireland reach fifa ranking high
"my first for on 5 crucial american bands including , , & more. ",0,"my first for on 5 crucial american bands including , , more."
NEWS! Donald Trump arrives in Poland to begin search for next Eastern European wife ,0,news! donald trump arrives in poland to begin search for next eastern european wife
President Obama warned Trump that North Korea was working on an ICBM that could reach the U-S mainland. WATCH: ,0,president obama warned trump that north korea was working on an icbm that could reach the us mainland. watch
Idiot. The DUP did not get a penny. The people of N Ireland got the… ,1,idiot. the dup did not get a penny. the people of n ireland got the
"The Sooner the Licence fee is scrapped the better, They do nothing for the unity of our country. ",0,"the sooner the licence fee is scrapped the better, they do nothing for the unity of our country."
trutherbotsilve: Science says liberals are psychotic: ,1,trutherbotsilve science says liberals are psychotic
"On 7pm, discussing CNN, Mrs A and Liberal unrest in Wentworth seat (ML speaking: Bellevue Hill Branch ",0,"on 7pm, discussing cnn, mrs a and liberal unrest in wentworth seat ml speaking bellevue hill branch"
"Terrifying incompetence from this Tory government, I wish I felt Labour would be better on Brexit, but I have no faith ",0,"terrifying incompetence from this tory government, i wish i felt labour would be better on brexit, but i have no faith"
bitch no send ,1,bitch no send
is trending high! Top Trends every hour only ,0,is trending high! top trends every hour only
"Pharmacist Jobs in the Hull Area, United Kingdom - Ireland - ",0,"pharmacist jobs in the hull area, united kingdom ireland"
"See our latest and click to apply: Field Marketing Manager – UK, Ireland; Africa - ",0,"see our latest and click to apply field marketing manager uk, ireland africa"
"The Brexit vote sent the pound lower, making imports more expensive and pushing up inflation ",0,"the brexit vote sent the pound lower, making imports more expensive and pushing up inflation"
love live is gay ,0,love live is gay
It isn't possible to make this work on the border between R.Ireland and N.Ireland. The border goes through farms. ,0,it isnt possible to make this work on the border between r.ireland and n.ireland. the border goes through farms.
Basically a gathering of sniveling liberal ,0,basically a gathering of sniveling liberal
"nytimes ""Was Russia solely responsible for campaign meddling? ""Nobody really knows,"" Trump said. Live updates: ",0,"nytimes was russia solely responsible for campaign meddling? nobody really knows, trump said. live updates"
"Well that Katie Hopkins needs to get a fucking life, judging people like, what love you ain't fucking perfect ",1,"well that katie hopkins needs to get a fucking life, judging people like, what love you aint fucking perfect"
"Tinashe Answer: ""The Temple of God was then dedicated with great joy by the people of Israel, the priests, the Levites, and ",0,"tinashe answer the temple of god was then dedicated with great joy by the people of israel, the priests, the levites, and"
It's called Obama ,0,its called obama
im your gay ,0,im your gay
"""Liberal anti bullying groups have rounded on CNN !!"". No they havent, Im totally bullshitting ",0,"liberal anti bullying groups have rounded on cnn !!. no they havent, im totally bullshitting"
"Boris Johnson says Donald Trumps approach to politics ""has gripped the imagination of people around the world"". ",0,boris johnson says donald trumps approach to politics has gripped the imagination of people around the world.
More me and fuck you - nicely. Katie Hopkins calls CNN Clinton News Network ,1,more me and fuck you nicely. katie hopkins calls cnn clinton news network
Guardian: Investigators are looking into whether pro-Trump websites coordinated w/ Russia over releasing fake news. ,0,guardian investigators are looking into whether protrump websites coordinated w russia over releasing fake news.
I hope they also realise that many priests only pretend to be religious to keep their cushioned job.… ,0,i hope they also realise that many priests only pretend to be religious to keep their cushioned job.
"Rundown Liberal Chicago is $14B in debt murder capital, but Rahm pays for ""Real Fake"" CRAP outside Trump Tower.",0,"rundown liberal chicago is 14b in debt murder capital, but rahm pays for real fake crap outside trump tower."
"When Obama was President, the LOVED talking about stock market rallies! Now they barely mention new ",0,"when obama was president, the loved talking about stock market rallies! now they barely mention new"
"""so here I was ready for the comeback of One Direction but then that bitch Harry decided to do another world tour next ",1,so here i was ready for the comeback of one direction but then that bitch harry decided to do another world tour next
you love a female the right way she gone be the coldest bitch ,1,you love a female the right way she gone be the coldest bitch
"Felicity Wilson, Liberal MP for North Shore, admits she does not have double degree",0,"felicity wilson, liberal mp for north shore, admits she does not have double degree"
Am I the only one to notice that our liberal friends have been tweeting less since the Blashpemy Violence by Muslims,0,am i the only one to notice that our liberal friends have been tweeting less since the blashpemy violence by muslims
"Brilliance. You heard it here first, ladies and gentlemen. Straight Until Proven Gay.",1,"brilliance. you heard it here first, ladies and gentlemen. straight until proven gay."
This is why Obama and Hillary don't celebrate the 4th. ,0,this is why obama and hillary dont celebrate the 4th.
even APPARENTLY sincere MORTAL priests truly LETHAL ALL choose freely IMMORTAL high priest as Abraham did ask God… ,0,even apparently sincere mortal priests truly lethal all choose freely immortal high priest as abraham did ask god
fuck model gay ,1,fuck model gay
mbbs: mx are so gay for each other me: same Omg rt rt not mbb: mx are so gay for each other me: wDYM ,1,mbbs mx are so gay for each other me same omg rt rt not mbb mx are so gay for each other me wdym
Robert Mueller's Suicide Squad of Lawyers Has Donald Trump Sounding Extremely Shook ,0,robert muellers suicide squad of lawyers has donald trump sounding extremely shook
Lord Jagannath being offered holy drink during Adhar Pana ritual in Puri ,0,lord jagannath being offered holy drink during adhar pana ritual in puri
New single ,0,new single
"Barack Hussein Obama warns Americans about ""too much patriotism"" if this traitor should stay out of the country he hates ",0,barack hussein obama warns americans about too much patriotism if this traitor should stay out of the country he hates
Guinness to start printing calories on cans ,0,guinness to start printing calories on cans
Donald Trump chants all day ,0,donald trump chants all day
You're all ,0,youre all
"President Trump, in Poland, said ""nobody really knows"" if only Russia meddled in the U.S. election. Live coverage: ",0,"president trump, in poland, said nobody really knows if only russia meddled in the u.s. election. live coverage"
"BillMoyersHQ: can do more to reduce the gap btwn the rich and poor -- July 06, 2017 at ",0,"billmoyershq can do more to reduce the gap btwn the rich and poor july 06, 2017 at"
Your copy of The Agenda ! ,0,your copy of the agenda !
What the voters failed to notice is that there is more than one elite. They have handed the country to a ,0,what the voters failed to notice is that there is more than one elite. they have handed the country to a
Please join us in praying for our priests. Today we pray for Rev. Paul J. ,0,please join us in praying for our priests. today we pray for rev. paul j.
Trump still obsessing about ,0,trump still obsessing about
"Letter of the decade on Brexit, only in ",0,"letter of the decade on brexit, only in"
